COMMENT;VALUE
Jangan pembaruan terus dong, tidak semua hp bisa pembaruan terus, beberapa hari tidak dipakai pembaruan sampai berulang-ulang;POSITIF
Tiap Minggu update terus.piye iki.;POSITIF
Payahh tiap2 minta update,aplikasi cari duit aja.;POSITIF
Kebanyakan update , gk jelass;POSITIF
Aplikasi gk guna, dikit2 update ribet amat mau masuk mall;POSITIF
bikin ribet perjalanan;POSITIF
Update nya jangan keseringan dong, mending klo bisa di skip,;POSITIF
Selalu minta update;POSITIF
Kok gk bisa di update yah sdh 3 harian buat update selalu gagal;POSITIF
Dokumen terkait dan lokasi tempat kesehatan;POSITIF
Setiap buka apk peduliLindungi selalu di perbaharui;POSITIF
Aplikasi kaga jelas;POSITIF
minta di perbaharui tp susah nya minta ampun muter terus tingkatkan donk pelayananya.;POSITIF
Aplikasinya bikin ribet .pas mau pakai malah ga bisa. harus di perbarui bikin lama. Masuk kerja jadi telat gara-gara aplikasi ini.;POSITIF
Semoga semakin bagus pelayanannya...;POSITIF
Sertifikat vaksin saya kok tidak muncul??;POSITIF
Update terus ya gessss;POSITIF
Tiba2 sertifikat vaksin bisa hilang suruh klaim lg;POSITIF
Keseringan minta UPDate;POSITIF
Bagus,bisa mendeteksi keberadaan;POSITIF
Membantu kami diperjalan;POSITIF
Aplikasi menyusakan rakyat, aplikasi pelanggar hak privasi.;POSITIF
Sangat memudahkan.;POSITIF
Selalu memaksa untuk diupdte;POSITIF
Kebanyakan pembaruan.;POSITIF
Aplikkasi pemaksaan harus sllu diperbarui klo gk dperbarui gk bisa dibuka!.;POSITIF
Aplikasi paksaan. Tapi ribet selalu update terus;POSITIF
Aplikasinya cepat;POSITIF
Sertipikat vaksin yg udah Di klaim gal muncul;POSITIF
Selalu harus di update terus menerus..menghabiskan kuota..mengapa begitu?? Harusnya sesekali saja di update..masih lemah aplikasi ini..Tolong diperbaiki donk.;POSITIF
mau sebagus apapun se ngeleg gimanapun dan seburuk apapun para netizen indonesia, JGN heran ini app plat merah jd bnyk minus nya.. jajajajaja;POSITIF
Sangat baik dan membantu;POSITIF
Ingin terlindungi dari Covid 19? Ayo mari saling mengajak untuk vaksin bagi yg belum dan yg baru dosis 1 dan 2. Semoga sehat selalu amin;POSITIF
Aplikasi Buruk,kalah sama aplikasi anak SMP,terlalu sering minta update;POSITIF
Jgn sering diupgrate kelamaan kalo pas dibuka, org kan butuh cepat;POSITIF
Aku nyesal mengatakan bahwa aplikasi ini tidak error;POSITIF
Aplikasi harus perbarui terus, kl tidak, ya tdk bisa buka aplikasinya, terlalu memaksa, lemotnya ampunnnn;POSITIF
Jelek update trs;POSITIF
Sangat mantap sangat akurat untuk kehadiran pegawai;POSITIF
Semoga sehat selalu dan hidup selahtera.;POSITIF
Bagus dan sangat membantu aplikasi ini;POSITIF
Bentar bentar update...update lagi update lagi laaahhhh.... Capeeee;POSITIF
Tolong dong ini gimanaa saya suru perbarui terus tapi gagal aja udh hapus aplikasi dan instal lagi malah gak bisa,gimana solusinya sedangkan masuk krja harus cek in. Argghhh. Ruwet;POSITIF
Upgrade mulu , kocak;POSITIF
Berguna sekali;POSITIF
Apk nya makin lama makin parah,sangat mempersulit untuk versi 6 kebawah gabisa di gunakan.tolong kebijaksanaannya dalam mengelola apk ini.pikirin untuk orang yang belum mempunyai versi android 6 ke atas.karna orang tua saya kerja harus pake apk ini untuk scan masuk.terimakasih semoga pengelola apk ini bisa memberi solusi nya;POSITIF
Tdk ada masalah;POSITIF
Aplikasi ini bikin capek! 🗿;POSITIF
Baru juga download... Besoknya udah suruh perbarui.;POSITIF
Susah di akses;POSITIF
Aplikasi ini selalu di perbaharui;POSITIF
Maaf kok jadi ribet banget.. Suruh perbarui Aplikasi Peduli... tapi .. Susahnya Ampun deehh....;POSITIF
Sangat membantu , tp kenapa harus perbarui terus y,,,kan suka lama nunggu nya klo dadakan,,,;POSITIF
keyakian merupakan modal utama untuk sembuh dan disertai usaha semaksimal bagi yg kena cofid 19;POSITIF
saya sudah downlond aplikasinya eh yang keluar dosis satu ajah yang dosis duanya gk keluar dipeduli lindungih padahal saya sudah vaksin kesatu sama kedua.tolong iya dibenerin aplikasinya;POSITIF
Bingung ap app ne knpa sll minta diupdet terusss, sebel;POSITIF
Ini d suruh perbaharui sudah d perbaharui tpi muter2 aja . Yg punya tmen2 saya jga gtu sama . Ini knpa;POSITIF
Sering banget minta update. Padahal fungsinya cuma utk masuk tempat2 aja. Sangat mengganggu klw minta update saat memang kita sedang buru2.;POSITIF
"Aplikasi ini kok skrg"" update terus";POSITIF
Membosankan Kenapa setiap ku buka aplikasi ini pasti minta diperbarui kesannya kayak memaksa banget;POSITIF
Alhamdulillah sangat membantu sekali.. terimakasih 🤗🙏;POSITIF
Pusing aku tengok aplikasinya update trus aja;POSITIF
Sangat bermanfaat sekali;POSITIF
Jgn update trs, annoying, memori gue abis cok;POSITIF
Menyenangkan;POSITIF
Kenapa tertunda terus kalo di-update pdhl sinyalnya Udah lancar,udah 3 hari ini;POSITIF
Update malah gak bisa dibuka;POSITIF
Mau klaim sertifikat vaksin ko gagal mulu ya aneh, udah beberapa kali coba pun masih aja gagal;POSITIF
Kenapa koq perbaharui lagi..ini penting bget buat akfitas Sy Tiap hari..kalau loading terus gimna Sy bisa otw ke t4 krj. Memang kenyataannya Sy dipersulit. Saat ini program Beta untuk aplikasi ini sudah penuh. Maksudnya apaan.;POSITIF
pas butuh malah minta pembaharuan aplikasi😁😁😁😁;POSITIF
aplikasi tiada tanding,tetapi menyulitkan.kebanyakan fitur dan simple..🙈;POSITIF
Memaksa update. Per 2 Minggu selalu, tolong Ruang untuk hal ini. Tiap 2 Minggu update tolong Lah.;POSITIF
Aplikasi bagus dibilang aplikasi jelek, itu yang bilang aplikasi maksa update aga ga waras kayaknya namanya covidnya masih aktif ya terus updatelah;POSITIF
Ga bagus lah abes pulo covid;POSITIF
Kenapa saya tidak bisa downlood ulang;POSITIF
Bentar2 suruh perbarui Mulu, Kalo lagi buru2 bisa lenyap dollar dalam sekejap;POSITIF
Perbarui terus kalo setiap kali buka. Emang kalian itu bikin aplikasi gimana sih. Belom ada 2 minggu di perbarui, suruh perbarui lagi. Mau buka aplikasi aja ribet banget. Mending gak usah di bikin aplikasi sekalian, manual aja.;POSITIF
Terlalu sering minta di upgrade;POSITIF
Ntapslah,bisa kmna2 tanpa bwa kartu vaksin.;POSITIF
Selalu minta pembaruan;POSITIF
Sangat Bagus dan sangat Bermanfaat..;POSITIF
Simple dan dituntun dg baik;POSITIF
Sangat membantu;POSITIF
Ya terpaksa komen bagus wong harus pakai aplikasi ini kemana2;POSITIF
payah minta diupgrade mulu huuuuh;POSITIF
Sudah vaksin lengkap tp tidak keluar sertivikat vaksinnya;POSITIF
Mantap pelayanannya;POSITIF
Tydack ramah untuk hp kentang karen selalu minta update ga guna;POSITIF
Sangat membantu untuk saat ini;POSITIF
Sangat tidak membantu;POSITIF
Download karena terpaksa . Asli nya ogah klo gk di persulit urisan ktp/lainya karena wajib menunjukan hasil vaksin;POSITIF
Kebanyakan update..;POSITIF
Gara gara download app ini hape gua jadi lemot, dagitu bertele-tele parah. kalo ga butuh butuh amat mah beneran ogah download. serius !!;POSITIF
Appaan ini di-update malah lemotttt, dan tolong ya masukin tanggalnya bisa kaga dibikin gampang, masa harus geser bulan demi bulan, ribet;POSITIF
Diperbarui terus jd ribet;POSITIF
Apk dalam negri ribet, dikit2 update ganggu bikin lama org kerja aja.. tiap dibuka minta update mulu tlekk 👎👎👎👎;POSITIF
UPDATE MULU KESEL;POSITIF
Semakin diperbaharui semakin lemot downloadnya;POSITIF
Di suruh update tapi ga bisa di update;POSITIF
Kebanyakan pembaruan! Udah vaksin 3 juga belum ada keterangan di Apk nya. Danck lah;POSITIF
Apa apaan ini, setelah update malah tamabah susah. Mana isi tanggal lahir ribet. Apalagi pas versifikasi saya bukan robot. Kacau, ulang2 trus sampe 20 kali jga gak bisa sampai eror🙏🙏🙏;POSITIF
Capek update terus;POSITIF
Aduh tlg dong perbaiki apk ini, masa setiap buka minta update terus, udh tau kemana² pake apk ini tp performanya ga mendukung. Apa di saya doang kasusnya??;POSITIF
Kenapa harus di update, tapi susah.;POSITIF
Harus wajib update padahal ga seberapa;POSITIF
Mau cek sertifikat dosis 3 aja gak update, bolak balik cek gak ada juga sertifikatnya. Tekan bantuan juga gak ngatasi. Gak ada pilihan dosis 3 nya. Hanya dosis 1 dan dosis 2. Mana untuk dosis 3 nyaaaaaaaaaaaa?????????????? Gak ada opsi nya 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️;POSITIF
Perbarui terus;POSITIF
Taiiii minta di update truss bikin paket abissss.;POSITIF
Saya sudah vaksin kedua tapi tidak ada data di aplikasi peduli lindungi, gak tau lagi gimana caranya mendapatkan sertifikat vaksin ke 2 saya.;POSITIF
Aplikasi gak jelas.. Ngasi pilihan tapi malah menyusahkan....;POSITIF
Upgrade trus payah;POSITIF
Aplikasi gak mutu, gak manfaat, gak guna;POSITIF
Sehat itu indah rezeki semakin tambah;POSITIF
Gak bisa nampilkan kartu vaksin;POSITIF
Sekarang tidak senyaman dulu,banyak dikit² pembaruan;POSITIF
Sertif lama gak keluar;POSITIF
Kenapa setiap membuka aplikasi harus selalu disuruh update?;POSITIF
Terbaiklah.tpi kenapa harus diperbarui lagi ya?;POSITIF
Memberi kemudahan;POSITIF
Apk maksa bgt buat di update;POSITIF
Lama sekali ingin updatenya, sehingga tidak bisa digunakan Peduli Lindunginy. Tidak bisakah lebih praktis;POSITIF
Dipaksa update;POSITIF
Setiap pembaruan selalu suruh apdete.. Padahal belum lama di apdete. ini suruh apdete lagi;POSITIF
Nge update Mulu ! Jadi bertele tele;POSITIF
Kebanyakan diperbaharui 😌🥴;POSITIF
Update terus.. berguna kaga...;POSITIF
Dulu sangat membantu tapi sekarang update y lama bgt dan meste d apdate terus....bikin pusing aja;POSITIF
Unduh sertifikat who g jalan;POSITIF
Luar biasa , sangat membantu tanpa ribet dan praktis;POSITIF
Sangat menunjang;POSITIF
Jadi ibu yg kuat;POSITIF
Aplikasinya minta pembaruan terus knp sih;POSITIF
Kenapa ngisi tanggal lahirnya manuaaaaaaaaalllll bangeeeeeeeet woooooooooyyyyyu..... Bikin PR, GIMANA INI SISTEM INPUTNYA KUG MASIH MANUAL BANGEEEEET ...... SHETAAAAAAN EMANG ! ! ! !;POSITIF
"Minta perbaharuan tp ga bisa""..";POSITIF
Sangat sangat tidak membantu, padahal awal duluu baik baik saja;POSITIF
Mempermudah dalam segala hal..;POSITIF
Gini kalo setiap kali buka harus update, ni app jadi GAK GUNA SAMA SEKALI. Baiknya kalo udah update udah gitu. Jangan keseringan. NGERTI KAN YA ?????;POSITIF
Saya kasi bintang 5 apl nya bagus bangeeeeet......;POSITIF
Terima kasih bagus;POSITIF
Aplikasi peduli lindungi intinya minta rupiah terus kita d ajak miskin;POSITIF
Kan klo ke mall harus pke peduli lindungi dan saat aku pke ini aku berasa keren 😎😎;POSITIF
Pembaharuan terossss;POSITIF
Aplikasi KK minta di-perbaharui trs,memaksa;POSITIF
Busa Menjadi identitas;POSITIF
burukk.. cepett banget minta update;POSITIF
Pembaruan terus;POSITIF
Waktu awal bisa masukin data anggota keluarga lain,,koq sekarang ga bisa lagi;POSITIF
Sagat membantu;POSITIF
Dahlah apk ngga guna sebenernya tapi meski dipake aja ditempat mana-mana 😪;POSITIF
Bagus banget apl ini;POSITIF
Update mlu gajelas;POSITIF
Aplikasi pemaksaan kalo gak di update gak bisa dipakai;POSITIF
Kok minta di Update malah lodingnya ngak selesai²... Salahnya di apa y, padahal awal pemakaian bagus...;POSITIF
Masa tiap minggu harus di perbaharui aja;POSITIF
Sudah bisa diperbarui, Terima Kasih Ministry or Health Republice of Indonesia, Terima Kasih PeduliLindungi, akhirnya bisa naik KRL lagi, Masuk Mall dan bisa ke PRJ hihi, Terima Kasih 🙏🏻;POSITIF
Lemooooottttt banget udah 2 hari ga bisa buka parah;POSITIF
Aplikasi nya baik, semoga terus bisa membantu dan memudahkan;POSITIF
Mantaap..infonya bagus;POSITIF
Tiap mau pake hars update aja;POSITIF
Lengkap dan sgt bermanfaat;POSITIF
Aplikasi setiap mau di pake minta di apdett;POSITIF
Kapan kelarnya nyeken kovid udh kelar;POSITIF
Update maksa. Orang lg ditempat umum dsruh scan malah hrs nunggu update dlu, yg tdinya pgn cepat jdi lambattt;POSITIF
Gak ada guna ngabisin kuota buat orang miskin kaya saya;POSITIF
Aplikasi mem bantu saya terima kasih;POSITIF
Terlalu sering pembaruan;POSITIF
Baru di instal langsung minta pembaruan ...nyari untung banget Korupsi kok sampe ke apk apk nya;POSITIF
Data pribadi ngk akan aman, banyak penjual data gara gara aplikasi ini;POSITIF
Bermanfaat Buat masarakat Demi kesehatan bersama Sekian trima kasih;POSITIF
Update mulu......ribet dan nyusahin aja;POSITIF
Suruh update mulu, sebenernya yang penting tuh cuma scan doang, gak perlu fitur lain lainnya;POSITIF
Skrng susah d afdet;POSITIF
maksa update terus...;POSITIF
Ga jlas pungsi ny,, padahal dah da sertivikat ny;POSITIF
Kok ngk bisa update ya..;POSITIF
Semoga terus bermanfaat;POSITIF
bgss dn aman buat dibawa kemana mana;POSITIF
aplikasinya makin gk bner.. minta diperbarui tapi diperbarui gak bisa, muter terus tulisanya tertunda;POSITIF
Apknya sekarang susah suruh update giliran udah update masih gak bisa login padahal keadaan mendesak..... 😏;POSITIF
Apk gak jelas update trus;POSITIF
Keseringan suruh update minim 3/6 bulan lah ini belum ada 2minggu sudah update;POSITIF
Maksa bgt buat update;POSITIF
Informasinya bagus;POSITIF
Ribet pembaharuan trus;POSITIF
Aplikasi ini buat apa yah?;POSITIF
Baik dan memuaskan;POSITIF
Terima kasih peduli lindungi;POSITIF
Update gajelas terus;POSITIF
Nyusahin apalagi pas dibuka harus tetep di perbaharui,kalo gak mau yang jadinya gak bisa di buka;POSITIF
Bosan suruh update terus, kurang kerjaan banget;POSITIF
Sangat terbantu denhan adanya aplikasi peduli lindungi;POSITIF
Sudah di akses;POSITIF
Sering update, coba bikin vitur download sertifikat vaksin yang bisa diakses pas tidak ada jaringan. Susah kadang mau tunjukkin sertifikat vaksin kalo jaringan di perbatasan;POSITIF
Jadi bikin ribet selalu update trus;POSITIF
Aplikasi ini ko 🍋 nya;POSITIF
Mau update lama banget..hadeuh..🤦‍♂️;POSITIF
aplikasi tidak privasi;POSITIF
Tetap jaga kesehatan;POSITIF
Sip dan terimakasih.;POSITIF
Perbarui melulu cuk!;POSITIF
Di suruh update terus aplikasi.na;POSITIF
Minta upgrade terus🥴;POSITIF
Aplikasi ga penting. Selalu minta update ga jelas;POSITIF
Aplikasi selalu minta di update,kenapa yah?;POSITIF
Minta update tapi ga bisa,, gw hapus mau download ulang ga bisa,,;POSITIF
Sgt memperdah dlm perjalan;POSITIF
Baru diupdate knp minta update Mulu!;POSITIF
sip bagus dan bermanfaat;POSITIF
Aneh,setiap mau buka aplikasi di suruh update melulu.;POSITIF
Aplikasi gajelas, gara gara update yang tadinya sertifikat ada dosis 1 dan dua jadi ilang...pas mau klaim lagi..error asw;POSITIF
Aplikasi bagus yg bisa mengizinkan orang masuk mall😂;POSITIF
Aku suka dengan aplikasi ini;POSITIF
Tak nyaman skalen;POSITIF
Knp harus d update mulu si ,, ini mau d update aja susah minta ampun heran bgt;POSITIF
Terbaik 2080;POSITIF
Sangat jelek sekali baru 2hari di perbarui, setiap mau buka minta prbarui terus apa,an ini apk memaksa sekali;POSITIF
Paling tepat untuk kita semua;POSITIF
Minta update mulu cape;POSITIF
Ini aplikasih nya sangat bagus;POSITIF
Sangat bermanfaat;POSITIF
Minta update terus, ganggu pas mau scan masuk antrian;POSITIF
Menyebalkan;POSITIF
Minta perbarui terus;POSITIF
Baik sekali top deh;POSITIF
Keterlaluan selalu harus update, apps menyulitkan masyarakat;POSITIF
Pembaharuan terussss.... udh ky copid ajeee;POSITIF
Aplikasi pemaksaan, harus update baru bisa buka;POSITIF
Maksa utk selalu update, udah gitu lemot;POSITIF
Mantap smg smkn maju dan sehat indonesia;POSITIF
Mau klaim sertifikat kok gak bisa bisa dah d coba ber kali kali katanya bisa klaim lebih dari 6;POSITIF
Knpa gk bsa di perbaharui;POSITIF
Sudah bagus banget, bug nya sudah hilang.. Jadi lebih lancar;POSITIF
Aplikasi tidak bisa diinstal;POSITIF
Aplikasi yang memeduhkan dan sangat membantu;POSITIF
Selalu update memuakan;POSITIF
bagus sekali;POSITIF
Aplikasi Updetannya bukan mempermudah tapi memperSUSAH!!! (Lemot);POSITIF
Ribet...sll minta update;POSITIF
Mantap, aplikasi yg berguna sekali;POSITIF
Apk tlol tiap hari update;POSITIF
Harus update trus jd cukup merepotkan;POSITIF
Tolong beri kemudahan cara mendaftarkan akun peduli lindungi.. Saya ga ada nomor paspor knpa harus ttp di isi .. tolong jangan hanya menyulitkan warga sipil;POSITIF
Sangat membantu;POSITIF
Sebel banget..begitu mau pake suruh diperbaharui..lelet lagi..;POSITIF
Sangat membantu;POSITIF
Terhambat 15 menit untuk menunggu loading update...bisa nggak dihapus aja dr muka bumi aplikasi ini, nyusahin;POSITIF
Pembaruan terus ribet;POSITIF
Awal nya membantu banget,akses mudah,...sdh 3 hri ini saya ingin download sertifikat vaksin tidak bisa. Jangan kan download,di buka saja tdk bsa sertifikat nya. Tolong diperbaiki ya,..saya butuh cetak sertifikat untuk suatu keperluan.;POSITIF
Terlalu sering update. Dikit2 update. Habisin memori aja;POSITIF
Saya sudah vaksinasi dosis ke tiga tanggal 4 Juni 2022 tapi belum dapat saya akses di aplikasi peduli lindungi. Mohon bantuannya dong min 🙏🏼🙏🏼🙏🏼;POSITIF
Susah bgt konek Abis update aplikasi trs jd susah lgi Harus update baru, pokonya malah bikin ribet bikin ribet. Mungkin server pusat belum.mpu mengakomodir jumlah pe gguna sebanyak di indonesia Kurang praktis Jadi malah ribet tp juga gak menjamin yang masuk di mall itu sudah aman dari covid;POSITIF
Aplikasi lemot, gak bisa diupdate;POSITIF
Yah cukup membantu sih;POSITIF
Sangat membantu;POSITIF
masih kurang responsif di barcode;POSITIF
Skrg ribet, dikit2 perlu update;POSITIF
Cukup membantu;POSITIF
parah g bisa ganti nomor mau claim vaksin dosis ke 3 g bisa parah dah apl jembut;POSITIF
Aplikasi ini bagus;POSITIF
Ini aplikasi kok hrs updatenya,kl gak mau gak bs akses. Parah2😀;POSITIF
Minta update mll sih buat apaan coba buang2 storage aja ga guna;POSITIF
Minta update mulu, payah;POSITIF
Teruss minta pembaharuan ngeribetin aja in aplikasi.;POSITIF
Aplikasi yang penuh dengan kepentingan dan ambisi;POSITIF
Males bentar bentar diperbarui;POSITIF
Sangat akurat memberikan informasi kesehatan;POSITIF
Update nya terlalu lama n aplikasi ni selalu maksa untuk update pada hal corona nya udah tidak ada lagi;POSITIF
Terlalu sering update;POSITIF
Bikin emosi aja aplikasi ini,bukan mudah tapi malah sulit kecewaa jadinya pembaruaaan trss;POSITIF
Apaan sih ini aplikasi dikit² minta update tp maksa.. mau masuk mall aja harus nunggu update, hbs itu ngblank 👎👎👎👎👎👎👎👎👎👎;POSITIF
Bagus simpel jadi ga perlu bawa surat vaksin kemana-mana;POSITIF
Uninstal, aplikasi gak penting;POSITIF
Selalu disuruh update terus udh tau hp saya ga ada ruangan cukup utk update;POSITIF
Sangat bagus sekali;POSITIF
Sekarang ko ga bisa di bebaharui , sudah dua hari ga bisa bisa sedangkan tuntutan dari perusahaan harus scan ...;POSITIF
Sangat membatu;POSITIF
Aplikasi kaga jelas,,,perbaharui terus tapi LEMOT kaya SIPUT 🐌;POSITIF
Tri Endah Soelistyo Wati;POSITIF
sering pembaruan n tidak relavan;POSITIF
Aplikasi minta update terus, ribet, menyusahkan pengguna👎;POSITIF
Alhamdulillah semua aman & nyaman;POSITIF
Aplikasi gx bisa d buka,,,sudah di hapus trus d download lg malah gx bisa ter download Aplikasi bikin pusing.;POSITIF
mudah dan jelas;POSITIF
Bagus sesuai kebutuhan;POSITIF
Aplikasi bru kmaren d perbaharui,, kok mnta d perbaharui lg..;POSITIF
Aplikasi yang sangat bagus;POSITIF
Update mulu sih. Jangan nyusahin hp yg memory penuh dong.;POSITIF
Ribet, selalu minta perbarui;POSITIF
Terlalu banyak update;POSITIF
Pelayanan petugas vaksinasi sangat bagus;POSITIF
Baru update seminggu yg lalu..masa minta update lagi..trus..updatenya susah ..gak berhasil..udah dikosongi apk lain pun sama..apa gerangan yg terjadi..sedang aktifitas harus scan PL ini..kalo di cancel..close. ..piye..any solution please.;POSITIF
Sertivikat vaksin saya yang ke 2 ga keluar😭,padahal udah vaksin yang ke 2😭;POSITIF
Kalo gamau diperbarui close otomatis mengganggu bngt;POSITIF
Alplikasi ga berguna ,buat penuh memori hp;POSITIF
Pembaruan terus setiap mau pakai;POSITIF
Terlalu ribet minta di perbarui terus;POSITIF
Very fast. Tapi NYUSAHIN WARGA NEGARA INDONESIA YANG SUDAH MERDEKA 70 tahun LEBIH.. Paham;POSITIF
Kenapa salah input data disertifikat vaksin saya dosis 1??,input nik saya belakangnya 01 bukan 02,tanggal lahir saya juga salah input Vaksin booster saya juga belum terbit.kenapa lama?. kalau misal ada petugas cek,saya nggak bisa buktikan kalau saya sudah vaksin booster,padahal dari pemerintah belum terbit . 😞.udah dari kemarin saya chat wa dan email tidak dapat solusi eror terus.kalau saya telpon mana jawab,respon pun tak ada🥴.saya sudah vaksin kenapa sih ??.nggak baca pertanyaan saya kah?.;POSITIF
Aplikasinya jelek gak bisa masuk gimana mau buka/lihat sertifikat vaksinnya.;POSITIF
Membantu perjalanan kami;POSITIF
Ini aplikasi jadi kenapa bukannya membantu malah jadi mengganggu di saat lagi terburu-buru malah suruh update data baru. Di update juga bukannya membaik tp malah makin parah;POSITIF
Bagus sekali;POSITIF
Terlalu sering prmbaharuan...NYEBELIN..!!!!;POSITIF
Ngeselin, kalo gak diperbaharui gak bisa dibuka 😶;POSITIF
Merepotkan bangat Apl selalu minta apdt tapi selalu gagal;POSITIF
Minta update depn stasiun rame.. tpi lamaaaa bgt. Hadeuhhh. Mkn wktu ..;POSITIF
Update terus aplikasi nya 😂;POSITIF
Aplikasi gak berguna..;POSITIF
Gak bermutu banget si aplikasi ini selalu kalo dipakai surih update terus...;POSITIF
Mudah di mengerti terkait kesehatan;POSITIF
selalu aman dg adanya hasil vaksin dan terdaftar di peduli lindungi;POSITIF
Kenapa Sy tidak bisa update terbaru ya mohon info nya;POSITIF
Salam sehat , Maaf sebelum nya mau tanya , kenapa ya kok saya mau instal apk nya GK bisa2 , kenapa y? Mohon beri solusinya , terimakasih Salam sehat;POSITIF
Setiap buka aplikasi ini selalu harus d perbarui hadeeeh;POSITIF
Disuruh update aplikasi, tp begitu diupdate tidak bisa..;POSITIF
Bisa lihat sertipikat vaksin;POSITIF
Kenapa hrs upadate mulu....payah;POSITIF
Terlalu sering update;POSITIF
Bagus sekali;POSITIF
Perlu dimunculkan klo sdh vaksin boster;POSITIF
mempermudah masuk mall;POSITIF
"Updete tiap buka ga cerdas kli ya pmbuat aplikasinya setia saat ada update klw maw update cukupkan dlu semua biar ga dikit"" up dikit'' up ga ada krjaan apa";POSITIF
Perbarui terus bikin ram cepat habis;POSITIF
G imah TT RT o ini ti;POSITIF
Sangat membantu;POSITIF
Diharuskan tapi error😣😣;POSITIF
Selalu minta di perbaharui..;POSITIF
Baguss dan sangat bermanfaat;POSITIF
Mendukung banget apk nyah;POSITIF
Kadang menambah repot;POSITIF
Pembaruan mulu;POSITIF
Perbaharui teruss;POSITIF
Aplikasi gak jelas;POSITIF
baru juga update tgl 11 udah minta update lagi aja;POSITIF
Sangat membantu;POSITIF
Update maneh, update paksa.....cari uang dari update....gak bagus....!!!;POSITIF
Makasih dengan adanya aplikasi jd ini mempermudah semuanya 🙏;POSITIF
Sangat membantu tapi bikin kesel sa,at ada pembaharuan aplikasih nya;POSITIF
Kasih opsi biar bisa masuk 2 akun dong,;POSITIF
selalu minta pembaruan terus setiap ingin di gunakan;POSITIF
Aplikasi ini sangat bgs, Dan saya sangat senang bersyukur dengan aplikasi ini.👍👍🤝;POSITIF
Baru 2 hari sdh update.. sdh mintak update lg.. ayolah niat gk sih bikin aplikasi asuuu;POSITIF
Aplikasi rak mutu;POSITIF
Memudahkan saat verifikasi di manapun.;POSITIF
Masih sering error. Keamanan aplikasi jg msh belum sepenuhnya baik;POSITIF
saya turunin bintang nya.... 1. tiap buka minta apdate ngabisin memori/kuota.. gak di apdet gak bsa di pake.. 2. kartu vaksin ke dua bpk saya sdh keluar padahal blm di suntik... ANEEEHHH...;POSITIF
Apknya luar biasa;POSITIF
Terus perbarui selalu unpaedah!! Apakah afl ini setiap di gunakan mesti di perbarui.??;POSITIF
Gak bisa di update;POSITIF
Semoga bermanfaat terima kasih;POSITIF
Saya suka sekali;POSITIF
harus update trs, kalo ga update gabakal bisa dibuka. padahal perlu bgt.;POSITIF
Kenapa loh sya update malah ilang, pas d cek di play store malah suruh instal lagi,, pas lagi d instal malah muter2 terus,, padahal udah pake wifi,;POSITIF
Saya baru perbaharui bulan lalu kok sdh diminta perbaharui lagi????;POSITIF
Tolong dooong aplikasinya diperbaiki, kelihatannya masih banyak kekurangan tuh. 1. Yg tadinya bisa lihat ser tipikat, skrg susah bertele2 2. Mau milih tahun lahir aja harus hitung mundur, buang2 waktu. Kami membutuhkan apk ini jadi tolong diperbaiki, biar praktis, modern dan canggih.;POSITIF
Knp buat dowloand susah yeah engk bisa2;POSITIF
Perbaharui terus...bikin ribet;POSITIF
Susah tdk dpt line;POSITIF
Apk bagus tapi pengaturan tanggal lahirnya saja yg tidak efesien.pencarian nya lama tidak bisa di ketik langsung mohon diperbaiki;POSITIF
"Keseringan update ngabisin kuota, mentang"" di wajibin pke aplikasi ini klo mau apa"" ,jadi kesan nya di paksa buat pake aplikasi";POSITIF
Alhamdullilah dgn mudah utk melihat sertifikat vaksain pertama, kedua dan ketiga.;POSITIF
Bagus. Sekali;POSITIF
Kenapa sekarang selalu minta diperbarui, kl pilih tidak selalu kembali ke layar utama lagi, kan repot tiap kali pake suruh oerbarui;POSITIF
Aplikasi sdh di perbarui malah sulit di buka...;POSITIF
Lebih praktis, mempercepat proses di bandara, efektif dan efisien.;POSITIF
Sangat membantu dalam keberangkatan kemana pun;POSITIF
Aplikasi menyebalkan bikin penuh memori & sulit untuk diupdate, ribet apa2 scan;POSITIF
Selalu update terus..kalau gak update gak bisa d buka aplikasi apalagi ini sering razia vaksin trus jd selalu keteteran update aplikasi dlu Perbaiki dulu aplikasi karena terlalu merepotkan di saat2 razia vaksin;POSITIF
Update terus ini aplikasi... kesel jadinya;POSITIF
Banyak bug seperti sudah di update tapi masih tetap disuruh perbaruhi;POSITIF
Makin di update makin menyulitkan, aplikasi mkin ga jls;POSITIF
Selalu update bikin males;POSITIF
Wokeh.... tq responnya;POSITIF
APP NORA DAN TIDAK BERFAEDAH. . AWAL-AWAL DULU SANGAT MEMBANTU , SEKARANG BENTAR2 HARUS DI UPDATE. DAN TIDAK BISA DI GUNAKAN BILA BELUM DI UPDATE. SETELAH DI UPDATE BUKAN NYA HP MAKIN RINGAN . MALAH MAKIN BERAT DAN LEMOT. NGENTOOOOTTTTT;POSITIF
Kebanyakan update;POSITIF
Sangat membantu;POSITIF
ribet bngt sik, terlalu sering perbarui..;POSITIF
Kenapa selalu minta update yah???;POSITIF
aplikasi jelek, keseringan minta ubdate.....;POSITIF
vaksin berguna untk kesehatan tks;POSITIF
Vaksin boster ini apa vaksin terakhir yg menjadi pelindung diriku .....amiin !;POSITIF
Ini mau liat sertifikat vaksin kok malah ke zoom sih -_-;POSITIF
