COMMENT,VALUE
update mua,POSITIF
bagus,POSITIF
aplikasi updetannya mudah susah lot,POSITIF
ribet sll update,POSITIF
mantap aplikasi yg guna,POSITIF
apk tlol update,POSITIF
update trus jd repot,POSITIF
tolong mudah daftar akun peduli lindung ga nomor paspor knpa ttp isi tolong sulit warga sipil,POSITIF
bantu,POSITIF
sebel banget pake suruh baharu lelet,POSITIF
bantu,POSITIF
hambat   menit tunggu loading update nggak hapus aja dr muka bumi aplikasi nyusahin,POSITIF
baru ribet,POSITIF
nya bantu banget akses mudah sdh   hri download sertifikat vaksin download buka tdk bsa sertifikat nya tolong baik ya butuh cetak sertifikat perlu,POSITIF
update dikit  update habisin memori aja,POSITIF
vaksinasi dosis tanggal   juni   akses aplikasi peduli lindung mohon bantu min,POSITIF
susah bgt konek abis update aplikasi trs jd susah lgi update poko bikin ribet bikin ribet server pusat mpu mengakomodir pe gguna indonesia praktis ribet tp gak jamin masuk mall aman covid,POSITIF
aplikasi lot gak diupdate,POSITIF
yah bantu sih,POSITIF
bantu,POSITIF
responsif barcode,POSITIF
skrg ribet dikit  update,POSITIF
bantu,POSITIF
parah g ganti nomor claim vaksin dosis   g parah dah apl jembut,POSITIF
aplikasi bagus,POSITIF
aplikasi hrs updatenya kl gak gak bs akses parah ,POSITIF
update mll sih coba buang  storage aja ga,POSITIF
update mulu payah,POSITIF
teruss baharu ngeribetin aja in aplikasi,POSITIF
aplikasi penuh penting ambisi,POSITIF
males bentar bentar baru,POSITIF
akurat informasi sehat,POSITIF
update nya n aplikasi ni maksa update corona nya udah,POSITIF
update,POSITIF
bikin emosi aja aplikasi mudah sulit kecewaa pembaruaaan trss,POSITIF
sih aplikasi dikit update tp maksa masuk mall aja nunggu update hbs ngblank,POSITIF
bagus simpel ga bawa surat vaksin mana,POSITIF
uninstal aplikasi gak,POSITIF
suruh update udh tau hp ga ruang utk update,POSITIF
bagus,POSITIF
ko ga bebaharui ga tuntut usaha scan,POSITIF
batu,POSITIF
aplikasi kaga baharu lot kaya siput,POSITIF
tri endah soelistyo wati,POSITIF
baru n relavan,POSITIF
aplikasi update ribet susah guna,POSITIF
alhamdulillah aman nyaman,POSITIF
aplikasi gx d buka hapus trus d download lg gx ter download aplikasi bikin pusing,POSITIF
mudah,POSITIF
bagus sesuai butuh,POSITIF
aplikasi bru kmaren d baharu mnta d baharu lg,POSITIF
aplikasi bagus,POSITIF
update mulu sih nyusahin hp yg memory penuh,POSITIF
ribet baru,POSITIF
update,POSITIF
layan tugas vaksinasi bagus,POSITIF
update minggu yg update trus updatenya susah gak hasil udah kosong apk gerangan yg aktifitas scan pl kalo cancel close piye any solution please,POSITIF
sertivikat vaksin   ga udah vaksin  ,POSITIF
kalo gamau baru close otomatis ganggu bngt,POSITIF
alplikasi ga guna penuh memori hp,POSITIF
baru pakai,POSITIF
ribet baru,POSITIF
very fast nyusahin warga negara indonesia merdeka   paham,POSITIF
salah input data sertifikat vaksin dosis   input nik belakang     tanggal lahir salah input vaksin booster terbit tugas cek nggak bukti vaksin booster perintah terbit udah kemarin chat wa email solusi eror telpon respon vaksin sih nggak baca kah,POSITIF
aplikasi jelek gak masuk gimana buka lihat sertifikat vaksin,POSITIF
bantu jalan,POSITIF
aplikasi bantu ganggu buru buru suruh update data update baik tp parah,POSITIF
bagus,POSITIF
prmbaharuan nyebelin,POSITIF
ngeselin kalo gak baharu gak buka,POSITIF
repot bangat apl apdt gagal,POSITIF
update depn stasiun rame tpi lamaaaa bgt hadeuhhh mkn wktu,POSITIF
update aplikasi nya,POSITIF
aplikasi gak guna,POSITIF
gak mutu banget si aplikasi kalo pakai surih update,POSITIF
mudah erti kait sehat,POSITIF
aman dg hasil vaksin daftar peduli lindung,POSITIF
sy update baru ya mohon info nya,POSITIF
salam sehat maaf nya ya instal apk nya gk  y mohon solusi terimakasih salam sehat,POSITIF
buka aplikasi d baru hadeeeh,POSITIF
suruh update aplikasi tp diupdate,POSITIF
lihat sertipikat vaksin,POSITIF
hrs upadate mulu payah,POSITIF
update,POSITIF
bagus,POSITIF
muncul klo sdh vaksin boster,POSITIF
mudah masuk mall,POSITIF
updete buka ga cerdas kli ya pmbuat aplikasi setia update klw maw update cukup dlu biar ga dikit up dikit up ga krjaan,POSITIF
baru bikin ram cepat habis,POSITIF
g imah tt rt o ti,POSITIF
bantu,POSITIF
harus error,POSITIF
baharu,POSITIF
baguss manfaat,POSITIF
dukung banget apk nyah,POSITIF
kadang tambah repot,POSITIF
baru mulu,POSITIF
baharu teruss,POSITIF
aplikasi gak,POSITIF
update tgl   udah update aja,POSITIF
bantu,POSITIF
update maneh update paksa cari uang update gak bagus,POSITIF
makasih aplikasi jd mudah,POSITIF
bantu bikin kesel sa at baharu aplikasih nya,POSITIF
kasih opsi biar masuk   akun,POSITIF
baru,POSITIF
aplikasi bgs senang syukur aplikasi,POSITIF
  sdh update sdh mintak update lg ayo niat gk sih bikin aplikasi asuuu,POSITIF
aplikasi rak mutu,POSITIF
mudah verifikasi mana,POSITIF
error aman aplikasi jg msh sepenuh,POSITIF
turunin bintang nya   buka apdate ngabisin memori kuota gak apdet gak bsa pake   kartu vaksin bpk sdh blm suntik aneeehhh,POSITIF
apknya,POSITIF
baru unpaedah afl mesti baru,POSITIF
gak update,POSITIF
moga manfaat terima kasih,POSITIF
suka,POSITIF
update trs kalo ga update gabakal buka bgt,POSITIF
loh sya update ilang pas d cek play store suruh instal pas d instal muter  udah pake wifi,POSITIF
baharu sdh baharu,POSITIF
tolong dooong aplikasi baik kurang tuh   yg lihat ser tipikat skrg susah tele    milih lahir aja hitung mundur buang  butuh apk tolong baik biar praktis modern canggih,POSITIF
knp dowloand susah yeah engk,POSITIF
baharu bikin ribet,POSITIF
susah tdk dpt line,POSITIF
apk bagus atur tanggal lahir yg efesien cari nya ketik langsung mohon baik,POSITIF
sering update ngabisin kuota mentang wajibin pke aplikasi klo kesan nya paksa pake aplikasi,POSITIF
alhamdullilah dgn mudah utk sertifikat vaksain tiga,POSITIF
bagus,POSITIF
baru kl pilih layar utama repot kali pake suruh oerbarui,POSITIF
aplikasi sdh baru sulit buka,POSITIF
praktis cepat proses bandara efektif efisien,POSITIF
bantu berangkat mana,POSITIF
aplikasi sebal bikin penuh memori sulit diupdate ribet  scan,POSITIF
update gak update gak d buka aplikasi razia vaksin trus jd keteter update aplikasi dlu baik aplikasi repot  razia vaksin,POSITIF
update aplikasi kesel,POSITIF
bug update suruh baruh,POSITIF
update sulit aplikasi mkin ga jls,POSITIF
update bikin males,POSITIF
wokeh tq responnya,POSITIF
app nora faedah bantu bentar  update update update nya hp ringan berat lot ngentoooottttt,POSITIF
banyak update,POSITIF
bantu,POSITIF
ribet bngt sik baru,POSITIF
update yah,POSITIF
aplikasi jelek sering ubdate,POSITIF
vaksin guna untk sehat tks,POSITIF
vaksin boster vaksin yg lindung diri amiin,POSITIF
liat sertifikat vaksin zoom sih ,POSITIF
kermaks keren maksimal,POSITIF
paksa update,POSITIF
aplikasi jelek buka baharu pdhal banget baharu,POSITIF
paham masarakat awam ilmu,POSITIF
bantu,POSITIF
update ya kayak gitu gitu fungsi,POSITIF
sehat tahan covid   jalan hambat jalan,POSITIF
update buka,POSITIF
lamar kerja,POSITIF
aplikasi bantu untk mudah sertifikat vaksin org  yg komentar buruk tau apk,POSITIF
bulan kali update kmrn tgl   juni   update tgl   jun   update aplikasi susah,POSITIF
aplikasi bikin pusing,POSITIF
kalo update versi ngak buka paksa kesanya vaksin,POSITIF
ni apk baharu tuju nya coba kalo fitur diupgrade selesai buka apk baharu,POSITIF
konspirasi apk penting orang mudah sulit baru niat mudah rakyat gk jdi baru baru gk buka paksa,POSITIF
sll update klo tdk app mati stlh update sertifikat vaksin sdh lengkap   sertifikat hilang klaim lg susah tlng klaim sertifikat,POSITIF
sifat positif,POSITIF
,POSITIF
baru mulu,POSITIF
akurat cepat,POSITIF
lingkung nyaman damba insan,POSITIF
baharu susah masuk kerja suruh update,POSITIF
maksa bgt kudu d update bru bs dbuka,POSITIF
loading muter gk bsa buka,POSITIF
diri puas dgn aplikasi alhamdulilah mudah urus pandu clients tourist domestik yogya bromo kawah ijen bal,POSITIF
apl butut update trus,POSITIF
download aplikasi krna trpaksa apk perintah kesanya d bisnis paksa update klo ga d update ga d buka ga lgi ni apk,POSITIF
knpa skrg aplikasi susah yah msuk hp sllu gagal pdhl sdh msukin sesuai minta dr aplikasi bagus pas aplikasi maap sy krg puasss,POSITIF
mudah,POSITIF
tolong mudah download nya butuh sesuai butuh,POSITIF
alhamdulillah sy sdh program sehat sdh vaksin yg  ,POSITIF
hanbatan,POSITIF
update aplikasi jelek cek sertifikat vaksin vaksin   kali,POSITIF
alu ribet dn mmbingungkan knp g yg simple j jd bs djangkau yg awam,POSITIF
bantu,POSITIF
,POSITIF
ribet kalo input tanggal lahir,POSITIF
parah banget apps nya msukin tgl lahir nya hrus bnyak ngeklok panah,POSITIF
bagus bos ndang ndowload,POSITIF
jalan,POSITIF
kbnyak update kasi driver online update ngabisin paket data,POSITIF
sertifikat     blm vaksin     ruwet ruwet ruwet,POSITIF
nyuruhh baru gilir pas unduh loadingg muter jam jam,POSITIF
download hp oppo a f,POSITIF
update mulu ribet,POSITIF
mantep si kalo bug jg wajar ukur   mb apknya,POSITIF
mantapppp suka bagus tampilanya,POSITIF
hadehhhh update doang bikin lot aplikasi kocak,POSITIF
kelas menteri bikin aplikasi tuju susah vaksin krna nik sdh gun orang lapor emai sekrang blum,POSITIF
manfaat,POSITIF
buka sllu suru upgrade trus hadehhh gmna ya tolong baik fiks,POSITIF
gak update tp diupdate ndk maksud opo klo system n software blm bagus ndk minta diupdate kmren gtu  ja ndk mslh kn ae yg pnting faedah guna ndk ribet,POSITIF
cepat akurat makasih peduli lindung,POSITIF
gak gimana aplikasi bikin seribet unggah aplikasi negri bulan  muncul aplikasi susah,POSITIF
kesal slalu mnta update da gitu lot hadeeeuuuuuh capek deh,POSITIF
mudah,POSITIF
bergantinyah diri juang,POSITIF
 baharu aplikasi sampah,POSITIF
apk udah daftar nomer otp nya gak gak sumpah gak,POSITIF
aplikasi bagus manfaat,POSITIF
lancar,POSITIF
appk nya bosok ngak karuan nya baru trus,POSITIF
tahan tingkat,POSITIF
gin ya update pas cek sertifikat vaksin suruh klaim  langsung muncul sertifikat vaksin,POSITIF
bantu,POSITIF
susah baharu yg sulit akses,POSITIF
manfaat,POSITIF
baharu aplikasi,POSITIF
banyak d sruh baru,POSITIF
cuxxxx aplikasi susah aja mau updated lg pdhl   yg sdhdiupdate,POSITIF
  baru sering baru muas,POSITIF
tele tele,POSITIF
mandang handphone banget gk manusia duit,POSITIF
moga layan nya,POSITIF
paksa uograde mas klau memery full kyk gin hous aplikasi,POSITIF
sertifikat vaksin ga  sya sudh vaksin   kali iya aplikasi i i sya hadehh ribet banget pake ngebuat orang kesel aja,POSITIF
vaksin  x sertifikat   status dosis,POSITIF
aplikasi paksa update,POSITIF
diupdate ya kalo masuk kawasan kerja wajib scan pas buru mlh diupdate makan yg,POSITIF
knpa skrng aplikasi susah donlot ya wajib coba tolong baik aplikasi lot,POSITIF
mantap kali buka suruh baru kerja orang,POSITIF
bguz,POSITIF
dukung sehat rakyat indonesia,POSITIF
minggu baru aplikasi ngak,POSITIF
mohon diupdate makan memori hp,POSITIF
buka update,POSITIF
aplikasi paksa,POSITIF
sering updet ribet banget,POSITIF
tolong baru kalo penting buru buru repot banget,POSITIF
hp ya oppo f s buka,POSITIF
aplikasi ga,POSITIF
update gak,POSITIF
okay improve ganti bintang ,POSITIF
senang mudah,POSITIF
bagus bintang   mohon defalofernya mode gelap aplikasi peduli lindung terima kasih,POSITIF
bantu,POSITIF
aplikasi fungsi update mulu rugi rakyat boros,POSITIF
aplikasi baguss,POSITIF
aplikasi bantu,POSITIF
update nya moment gak sulit,POSITIF
isi kolom periksa data nik alas nama valid isi data sesuai data yg disdukcapil fisik ktp el data sistem bom sinkron data dukcapil,POSITIF
bantu,POSITIF
ribet klaim sertifikat doang,POSITIF
ga diupdate gabisa masuk,POSITIF
aplikasi tuntut diupdate ngga diupdate aplikasi ngga buka mohon ya baik,POSITIF
aplikasi game online pake scan barcode aja tp kali update,POSITIF
dikit dikit update paksa banget,POSITIF
bantu nya protkes,POSITIF
aplikasi gk bgt baharu baharu ttapi gk buka pakai barkot masuk tidk sendir,POSITIF
maksa suruh up lg buru,POSITIF
july update aplikasi nya,POSITIF
update  update  x,POSITIF
aplikasi asuuu paksa,POSITIF
buka aplksi dikit sruh baru trus udah dperbarui login mlah lot,POSITIF
aplikasi yg paksa baru lot ga buka sertifikat ga kasih bintang maksa bikin aplikasi blm ancurrrrrrrrrrrrrrrrrrrrr,POSITIF
si klo udah upgrade blm lmaa sruh upgrade lgi,POSITIF
aplksi ribet kmrin d baharu mnta baharu covid udah ga oge pake mall,POSITIF
kartu vaksin hilang ya kak,POSITIF
muas,POSITIF
ribet maksa update ui nya belibet,POSITIF
langkah login verifikasi sederhana smart,POSITIF
baharu abis baharu ga buka,POSITIF
bagus mantap dukung program perintah,POSITIF
apk ra bantu blas marake ribet pehh,POSITIF
aplikasi mantul,POSITIF
sulit baharu tolong donk pe ting klo buru,POSITIF
mudah,POSITIF
buka aplikasi baru bikin susah aja nihh aplikasi,POSITIF
baru hambat,POSITIF
bantu,POSITIF
banyak update,POSITIF
nyampah banget diuupdate mulu,POSITIF
sih buka baharu aja,POSITIF
aplikasi susah update kembali aja engga ribet update update update heran aplikasi bantu susah,POSITIF
kecewa pakai android versi   update an baru minimal versi   mudah orang yg milik finansial ganti android yg versi baru yg beli android versi baru gimana aplikasi juta umat indo penting,POSITIF
peduli lindung wadah wni yg taat atur perintah lindung vaksin tubuh kebal virus sakit tubuh sakit anjur vaksin alhamdulillah doa usaha indung program terima kasih allah terima kasih orang buat nya program smoga lindung allah swt aamiin,POSITIF
mls bngt klo baharu,POSITIF
aplikasi nya uras baharu,POSITIF
sy mualai mf klo sy kasi bintang,POSITIF
baru,POSITIF
vaksin   booster tgl   februari ko sertifikat temen,POSITIF
bintang banyak update,POSITIF
bentar bentar update,POSITIF
aplikasi yg susah guna diupdate,POSITIF
sudh vaksin booster tpi sertifat muncul jga sedngkan istri vaksin   jga udah muncul sertifikat tolong bantu bapa udh sakit ngerasain booster tpi ga dapet sertifikat,POSITIF
parah nih suruh baharu pas klik baharu gabisa  nya gimana sih aplikasi bikin ribet aja,POSITIF
paksa update updatenya ga fitur yg baru,POSITIF
gimana sih aplikasi baru mulu gilir baru loadingnua data internet signal bagus tp gak perintah wajib pake app kalo check in mana ah susah,POSITIF
bantu,POSITIF
baru mulu,POSITIF
sih update teruss,POSITIF
terima kasih lindung retas,POSITIF
slalu update kesal,POSITIF
aplikasi nya,POSITIF
lancar,POSITIF
bantu,POSITIF
sampe pake aplikasi bisnis jabat kaya gin,POSITIF
manfaat jalan trimakasih peduli lindung,POSITIF
apk yg bagus ufdat mulu,POSITIF
hang kalo hujan,POSITIF
aplikasi paksa update,POSITIF
plis kenap ne aplikasi gak d downlod,POSITIF
update jarang,POSITIF
nga baharu,POSITIF
bantu,POSITIF
mari coba mati,POSITIF
peduli lindung hahay iri bilang booz,POSITIF
maaf min pilih tokped simple login,POSITIF
update mulu buka update,POSITIF
update mulu bosen,POSITIF
baharu coba uninstall instal ulang jg kacau,POSITIF
banyak baru,POSITIF
manfaat utk kais rejeki,POSITIF
data sehat nya,POSITIF
aplikasi sanggar bantu informasi vaksin,POSITIF
covid kelar kli aplikasi yg w hapus covid ngg aplikasi yg w hapus karna maksa updte trus,POSITIF
nggak niat bikin aplikasi nggak buka syarat urus birokrasi negara,POSITIF
sebal pakai,POSITIF
updatr,POSITIF
aplikasi baharu aplikasi,POSITIF
manfaat,POSITIF
update dah,POSITIF
dikit  update ribet bgt,POSITIF
pemabaharuan mulu coba ngabisin kuota doangmakan,POSITIF
baru pake pakai wfi jg,POSITIF
apk buruk apk gk,POSITIF
lambat tdk update tdk buka,POSITIF
maksa update,POSITIF
batu,POSITIF
fungsi,POSITIF
sue baru trus,POSITIF
knp aplikasi update trss,POSITIF
aplikasi paksa update pas buka masuk yg makan wktu buru  ga gilir apus download ulang ga loading trs gmnh solusi nya segara atas,POSITIF
n batu,POSITIF
tolong admin gimana sih aplikasi nya update mulu,POSITIF
bgt update,POSITIF
alhamdulillah kerja lancar,POSITIF
bantu,POSITIF
sulit orang kadang kadang baru,POSITIF
update bosan mending hapus aja,POSITIF
banyak update,POSITIF
benci bgt ama aplikasi dbutuhin hmpir sbulan  x baru ehhh w jg terpksa krn k emall,POSITIF
ya udah serah,POSITIF
maksa banget pegn prbaharui,POSITIF
aplikasi yg sgt  paksa guna utk update terus bikin kesal gk hrs update utk,POSITIF
banyak update,POSITIF
emang bagus peduli lindung,POSITIF
aplikasi cepat buka,POSITIF
diupdate teroooooos,POSITIF
aplikasi paksa update kmrin hr hrs update kl tdk tdk bs buka aplikasi,POSITIF
nya ngebantu ngescan scr offline skrg buka apk ny baru uda baru,POSITIF
buka,POSITIF
pergi sulit update akses update tolong programer perintah aplikasi sunggung ironi hidup indonesia raya,POSITIF
apasih update yg baharu jg apa sih maksa bgt ni aplikasi bkin hbis memori serba salah download ga download ni app,POSITIF
jelekkkk suruh update buka disruh update lot mauu buka kdg ngebug langsung aplikasi anehh,POSITIF
knapa banggt update   minggu lamakl mo masuk mall kmna gitj,POSITIF
gak kerja gak instal aplikasi update,POSITIF
x pakai updet mulu,POSITIF
aplikasi gak mutu buka update gak update gak buka jelek,POSITIF
bantu dukung upaya tracking indonesia,POSITIF
trimakasih bantu nya aplikasi pedulilindungi,POSITIF
tolong baharu pas ribet pilih butuh paksa baharu saat,POSITIF
bagus bantu,POSITIF
paksa download gk manfaat nya,POSITIF
paksa orang update aplikasi ngeselin banget dikit munta update klu masuk mall gak scan mnta update ngeribetin bgt tolong jgn mentang ni aplikasi butuhin mnta sllu update klu ngambil sempat bgt,POSITIF
bagus buka baharu,POSITIF
baru baru instal,POSITIF
sngat bantu apk pedulilindungi smoga kdepan nya apk bagus bnyak fitur  playanan nya trimakasih,POSITIF
bantu,POSITIF
update klik update tp status tunda trus gimana sih pdhl gak lg update aplikasi pake kuota pake wifi tetep gak bintang   kl dah bintang deh,POSITIF
aplikasi jelek susah banget klaim sertifikat error bikin susah guna gua vaksin nggak claim sertifikat,POSITIF
apk update trus apk emang bantu tpi update trus,POSITIF
applikasi jelek error kyk cipta no korona,POSITIF
protokol sehat laku alhamdulilahi rumah sakit pusat belanja dll,POSITIF
mudah monitoring vaksinasi sertifikat butuh,POSITIF
skrg bagus,POSITIF
aplikasi sulit bangey mendowloat sertivikat tunda aja salah masukin data padhal cek,POSITIF
assalamualaikum knpa peduli lindung koq gk bsa buka ea pening aq jdi nya tlong aq prlu,POSITIF
bantu awam media,POSITIF
aplikasi ga upgrade mulu,POSITIF
mau update susah,POSITIF
manfaat,POSITIF
update aja gitu gitu aja cari duit banget,POSITIF
upgrade ga maksimal,POSITIF
bangsat bae update,POSITIF
bikin hp rusak dikit dikit up,POSITIF
banyak update gak efisien kalo scan mall karna  aplikasi update hadeh,POSITIF
banyak update,POSITIF
susah akses buka aplikasi mesti baru melulu untung cetak kartu vaksin   nya tolong kait benah beban masyarakat yg pergi yg syarat nya sehat jiwa raga nya,POSITIF
alhamdulillah bantu,POSITIF
aplikasi gaje dikit update tempik maksa,POSITIF
update mu,POSITIF
perlu,POSITIF
mohon kaji apdate mudah simple,POSITIF
ra ceto dilit kon baru memori bak bos,POSITIF
baru minggu,POSITIF
update jdi susah pakeknya,POSITIF
bagus bantu,POSITIF
aplikasi sarat aplikasi paksa dikit   baru gilir mu pake ga,POSITIF
guna,POSITIF
update mulu filtur baru,POSITIF
gabisa akses sertifikat data vaksin bener baru,POSITIF
ribet dikit  hrs update muluuu org buru ,POSITIF
update,POSITIF
pengusian tanggal lahir otomatis,POSITIF
aplikasi yg buruk sebentar  update,POSITIF
paksa suruh update,POSITIF
manfaat,POSITIF
baharu efisien repot tolong nyaman,POSITIF
banget updatenya,POSITIF
g sampe diri dpn pintu mal update klo ga ga masuk aplikasi preeetttt,POSITIF
mudah,POSITIF
maksa suruh update,POSITIF
brengsek dipake buru update,POSITIF
kebnyakan update lg buru  hrus apdate trs,POSITIF
bantu terima kasih,POSITIF
opung tol l,POSITIF
gatau knp buru  suruh baru,POSITIF
update ga,POSITIF
baru udah baru,POSITIF
bantu,NEGATIF
buruk udah vaksin   kali sertivikat,NEGATIF
cepat update baru nya,NEGATIF
apk bagus bener bagus,NEGATIF
salah claim sertifikat vaksin jenis vaksin salah captcha bilang salah tanggal vaksin salah,NEGATIF
bantu,NEGATIF
bantu,NEGATIF
gimana sih download nya kemarin tunda internet lancar aja gimana print udah   kali vaksin lohh tolongg jawabb,NEGATIF
upgrade jelek ya account   sertifikat doang    orang loh,NEGATIF
aplikasi bantu uang perintah kerja ritel seprti yg spg spm setatus kontrak positif istrahat  harinkerja antigen aplikasi tera aplikasi simpel bunuh usaha pakai yg habis sedih tolong tolong nasib,NEGATIF
klaim sertifikasi vaksin eh captcha robot pilih yg bener eh gak,NEGATIF
bagus bantu,NEGATIF
manfaat ya,NEGATIF
oto muncul sms,NEGATIF
tolong verifikasi sms,NEGATIF
halo kendal karen sdh cob email tp balas jd aplikasi   nama pdhal vaksin nmr telp cantum nmr sya nama twb vaksin   blm genap  bln tp tiket vaksin   milik user asli sdh   vaksin   blm jadwal vaksin   ya balik terimakasih mohon responnya,NEGATIF
data vaksin salah tg lahir,NEGATIF
bantu,NEGATIF
bukti karna vaksin,NEGATIF
udah perbaruiii tapi ngak bukaa gimnaaa siii garaa  ngak bisaa scan jdi tahan ngak bisaa msuk kerjaaaa,NEGATIF
biar cepat,NEGATIF
lhaa scan barcode wkwkwk,NEGATIF
bagus,NEGATIF
akun check in mana ribet scan check in nggak sempet uninstall ulang tetep nggak check in ya,NEGATIF
resing eror buka,NEGATIF
kalo yg tangal lahir edit om geser    an,NEGATIF
sya coba hubung peduli lindung susah gak nyambung staus aplikasi skrg status positif tes hasil negatif,NEGATIF
klik peduli lindung mudah jalan,NEGATIF
sy sdh vaksin yg tp knpa sertifikat nya hnya yg yg smpai skrng blm ad jg sertifikat nya trs,NEGATIF
aplikasi mudah paham,NEGATIF
kecewa buka aplikasi nya langsung kluar lg sdh instal ulang tp pas scand barcod gagal gimna sih,NEGATIF
lot parah error,NEGATIF
cetak sertifikat vaksin bener nama nik dll sampe gak agustus ,NEGATIF
wow amazing koq ngerti ya,NEGATIF
daftar gagal trus udh ganti no hp jg,NEGATIF
tdk bs login kode otp kirim via sms   menit laku otp   menit,NEGATIF
bantu,NEGATIF
partner nya kerja gak bener sertifikat aja gak kluar,NEGATIF
update aplikasi scan barcode,NEGATIF
moga aman data ya,NEGATIF
assalamualaikum maaf klu z masuk d aplikasi truz sdh msukkan no hp email tdk hsilx ad wrn merah,NEGATIF
bantu,NEGATIF
ganti no hp krn no hp yg uda hangus,NEGATIF
aplikasi  buka,NEGATIF
susah drubah data sertifikat sesuai vaksin sertifikat muncul,NEGATIF
mohon maaf vaksin sertifikat vaksin ya butuh cepat sertifikat jalan,NEGATIF
baus aplikasi,NEGATIF
donwload sertifikat verifikasi gambar ga,NEGATIF
bintang   top markotop,NEGATIF
vaksin   kali peduli lindung warna kuning vaksin   sertifikat vaksin nya muncul   kali vaksin piyo,NEGATIF
aplikasi gak nyusahin bikin malu verifikasi apa anyur geblek,NEGATIF
good bru aplikasi nya,NEGATIF
tolong baik aplikasi nya,NEGATIF
aplikasi peduli lindung interaksi  umumk sgi,NEGATIF
iiiiih knp aplikasi jelek bangetttttttt,NEGATIF
apknya bagus banget,NEGATIF
aplikasi jelek   vaksin data masuk sekali sertifikat nama orang amatir suruh kerja gin emang hasil sampah,NEGATIF
mantap aplikasi bantu,NEGATIF
knapa update g buka haarus kmana  pke aplikasi,NEGATIF
vaccin boster   psizer lumayan pegal lengan kiri,NEGATIF
bagus mudah cepat,NEGATIF
nik ga pdhal udh sesuai ktp nama jg udah sesuai tp app slalu sesuai aneh kocak cacat jd ga ngecek tiket vaksin sertifikat vaksin sertifikat vaksin   jg ga muncul aneh,NEGATIF
apk in bantu,NEGATIF
aduh susah banget installnya yg sekian kali blm hasil krn hpnya canggih,NEGATIF
bantu masyarakat,NEGATIF
ttp ngak update,NEGATIF
detail n mudah,NEGATIF
ok mantap,NEGATIF
kena covid loh sttus kuning tanda sembuh covid   udah   gk panas sakit sedikit sttusnya kuning susah rantau cari uang negara,NEGATIF
tolong tanggal lahir sesuai tekan tombol samping yg lahir tgl tua susah bgt coba tgl ngetik kn gampang,NEGATIF
betmanfaat,NEGATIF
udah   sertifikat vaksin   gk muncul gimana sih,NEGATIF
hidup jalan berkopenten dlm situasi,NEGATIF
perlu jalan udah wajib apk pesawat,NEGATIF
guna mudah praktis ok,NEGATIF
sayang buka,NEGATIF
aplikasi yg bagus keren asli indonesia mantapppp,NEGATIF
praktis bantu,NEGATIF
update ga check in tampil gagal check in mohon info bantu nya,NEGATIF
ngabisin batry paksa pake aplikasi paksa vaksin kalo vaksin obat haru maksa orang aneh,NEGATIF
diupdate suka close ya pakai,NEGATIF
pedulilindungi buka,NEGATIF
respon lambat loading,NEGATIF
scan barcoad ya coba gagal uninstal download scan barcoad,NEGATIF
aplikasi yg guna bantu,NEGATIF
gak dipake aplikasi bgt aplikasi kerja,NEGATIF
peduli lindung gin pedulilindungi henti gabisa check in sekolah,NEGATIF
manfaat,NEGATIF
klaim sertifikat ribet dgn pilih gambar,NEGATIF
ya aplikasi pas buka ko gabisa,NEGATIF
apk aneh ya masuk sinyal bagus  g,NEGATIF
sertifikat vaksin  muncul muncul,NEGATIF
baguss manfaat,NEGATIF
minggu  kali baharu,NEGATIF
bantu,NEGATIF
knpa afk gk buka tolong baharu afk,NEGATIF
aplikasi tolol atur tangal lahir sruh pilih kalender klo cri tgl lahir orang tua sush   sma   jauhhh cokkkk,NEGATIF
eror nih aplikasi nya tolong fix pas masuk abis,NEGATIF
alam tes pcr ngak muncul yah,NEGATIF
hallo maureen dapat aplikasi baik error kadang pas masuk suka ngelag aja kendala terima kasih,NEGATIF
alhamdulillah dah booster smg sll sehat lahir batin aamiin,NEGATIF
aplikasi gak riwayat check in out ilang banget check in out buka aplikasi gak pake scan barcode udah check in hebattt,NEGATIF
sertifikat gk aplikasi sdah vaksin   kali sertifikat lihat aplikasi bilang sedia sdah sedia google chrome aplikasi tdakk gimana,NEGATIF
cepat layan vaksin,NEGATIF
gila tanggal lahir   mundur capek jari ngetuk,NEGATIF
gimana ya udah chat bot cek sertifikat   sertifikat udah bulan gak masuk masuk hadeh,NEGATIF
baharu hasil antigen masuk aplikasi lindung   kali antigen masuk,NEGATIF
komen ajar lupa mohon maaf,NEGATIF
mudah hari,NEGATIF
ko dah vaksin   kali ga sertifikat ya,NEGATIF
vaksin   kali kasih warna kuning,NEGATIF
lamban prosedur,NEGATIF
bantu aktifitas,NEGATIF
ketik tgl bln susah,NEGATIF
susah klim sertivikatnya proses,NEGATIF
praktis informatif manfaat mudah,NEGATIF
aplikasi lot cek sertivikat orang,NEGATIF
donlot oke tp ko buka gak ngangkat ya loading buka app aja langsung kyk gak respon simpan,NEGATIF
rubah tgl lahir susah sekli pdhal d pl sudh sesuai tgl lahir tpi d sertifikat salah,NEGATIF
serpitikat sesuai tgl lahir nya ktp,NEGATIF
updet jelek yah aplikasi,NEGATIF
tolong d baik,NEGATIF
mudah masyarakat tp susah tolong jgn bentar  update mulu pke kuota emang kuota dbeli pke air pke duit,NEGATIF
kemarin aplikasi peduli lindung gak sengaja unstall install daftar gak   mohon cerah,NEGATIF
